,text,labels
1237,@user Are you really serious- how can you put on hold one of the best covid-19 vaccine NOVAVAX? Stop pretending you care about American-simple answer is you care about commission that's why approving any Mrna vax  over night and keeping class vax on hold Haven't U delayed enough alread,1
1238,"@user @user The pi’s were intentionally left blank so pharmacist would need to go to websites for current information that ONLY included “a suite of information and materials that are needed for each specific COVID-19 vaccine that cover administration, storage and handling, safety,reporting.",0
1239,We are entering “We didn’t know it was not safe” phase.   EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021   http,2
1240,@user UN lied about covid-19 and its vaccines and pro US were made to believe the U.S. propaganda that covid-19 is from China while it has been proved that Bill Gates are the manufactures,0
1241,Gambians hail Covid-19 vaccines as “effective” as health ministry struggles to meet target #readmorehere👇  http  http,2
1242,Spanish Superior court of justice of the Balearic islands approves request to disclose contracts between Spain and pharmaceutical companies in relation to the covid-19 vaccine  http via @user,1
1243,"As of July 22, 293,000 people in Toronto had received their fourth dose of the COVID-19 vaccine, according to Toronto's official website. Healthcare workers are one of the groups currently eligible.  http",1
1244,@user @user  http,1
1245,@user They made the covid-19 vaccine free (yeah I know it don't work) so they can do the same with insulin. 🤬,0
1246,Health/. #Covid_19: New vaccines in perspective      http   #imarabic #En_imarabic #Fr_imarabic #Tr_imarabic  http,2
1247,"🇨🇷 #CostaRica announces covid-19 vaccines are not mandatory.  “Today vaccines are no longer mandatory and any action against someone who does not want to be vaccinated is a violation of the law,”   President Rodrigo Chaves.",0
1248,"The South African Health Products Regulatory Authority says one person died from the COVID-19 J&amp;J vaccine.  The patient reportedly developed Gillian Barre Syndrome, a very rare but severe adverse event associated with the administration of various vaccines and other medicines.",0
1249,"""Novavax Inc. slashed its full-year revenue outlook in half on Monday, citing a lack of demand for its Covid-19 vaccine from an international initiative to vaccinate lower-income countries. . . "" From  http",0
1250,"Walk-ins aged five and older are welcome at this afternoon's COVID-19 vaccine clinic at Parry Sound Mall. Please wear a face covering and if possible, bring ID.  For more information, visit  http #ParrySound  http",2
1251,"@user @user @user But. If you are needing someone who specialises in fire retardant materials and has made lots of money developing patents for that, then she should be cited very seriously.   Regarding vaccines, immunology, covid-19 or government policy.  You'd be a total fool to do so.  http",2
1252,"@user @user Im not going to hospital, please calm down. My reaction was mild. I was simply asking what this was as I've not had it with any of my other Covid-19 vaccines. Also, no harm in checking in with my GP on Monday if it hasn't improved. And if the process is to report this as",1
1253,Today’s a positive tweet day. My little lady got her first vaccine to protect her from COVID-19. A huge shout out to the public health nurses who made the experience so easy and fun!,1
1254,"@user @user No, I think the Covid 19 mRNA vaccines are safe and effective.",2
1255,"President &amp; CEO of @user @user sits down with @user Director of the Vaccine Education Center at @user to discuss #monkeypox, #polio, and #COVID-19 vaccines.   Click here to watch:  http",2
1256,"@user @user @user Drezner works with the Nat Center for Catastrophic Sport Injury Research, which aims to monitor all cases of sudden cardiac arrest &amp; death among athletes from school up through the prof level &amp; said “I am not aware of any COVID-19 vaccine-related athletic death that’s occurred.”",1
1257,Covid-19 vaccines saved an estimated 20m lives during their first year  http,1
1258,"😳😳"" All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say.""  ""Experts"" ] ""No safety concerns""  From vaccinated, under 40👇🏽👇🏽  http",0
1259,@user @user And all those vaccines are FDA tested and approved. Let me know when the Covid 19 vaccines reaches that status.,1
1260,Have you heard? COVID-19 vaccines are now recommended for everyone aged 6 months and older. You can book an appointment at  http  Need support? visit  http to get connected.   #ocmecca #hopefororangecounty #crisiscounseling  http,2
1261,@user  CDC Makes False Claim About Heart Inflammation and COVID-19 Vaccines Liars.,0
1262,"Coronavirus Notebook: EMA Issues New COVID-19 Vaccine Safety Updates, Australia Assesses Comirnaty In Younger Children  http #PinkSheet",2
1263,"COVID-19 Vaccines Hinder the Immune System, Lead to More Severe Illness: Dr. Robert Malone  http",2
1264,"“God, No, Not Another Case.” COVID-Related Stillbirths Didn’t Have to Happen. A lack of testing data and government guidance led many to avoid the COVID-19 vaccine during pregnancy, unwittingly increasing their chances of a stillbirth.  http",0
1265,"@user @user Yes, and the facts are:  - Healthy children may not benefit from the COVID-19 vaccine  - Children with underlying conditions are the best candidates for COVID-19 vaccination, alongside consultation with the child's healthcare practitioner",2
1266,@user @user @user @user The first round of vaccines were developed and the fda was testing  prior to releasing to the public while Trump was still in office.  So you are wrong there. He himself was diagnosed with covid-19 while still of office and given a cocktail of covid-19 drugs prior to fda approval,0
1267,"@user @user The use the 0.9% sodium chloride injection that all vaccine sites have for dilution, they just don't mix in the Covid-19 gene therapy solution to it!",0
1268,Why bombshell?  Most of us on here are not professors and we drew the same conclusion months ago.  Real-World Bombshell: Professor in Scotland Declares Excess Deaths in Scotland Linked to COVID-19 Vaccines  http,0
1269,"@user Are you the unvaccinated or vaccinated? I would hope your family is unvaccinated. The medical science research that's come out, shows the natural antibodies against covid is stronger and last longer, then vaccine. You have a better chance of surviving covid-19 then the common flu",1
1270,"#PueblosVivos  'New York, This is Our Shot'  The COVID-19 vaccine protects us, our loved ones, and our communities. Know the facts and stay up-to-date with your vaccines to help keep yourself and those around you safe.  http",2
1271,"@user @user @user @user @user No they don't prevent anything they don't work as well as you think, even Fauci admits this now. Covid-19 vaccines have killed more people then those not vaccinated.",1
1272,"We vaccine’d out? Novavax is cutting its 2022 sales forecast due to less than expected demand for its Covid-19 vaccine, which was recently authorized in the U.S.  http",2
1273,#A combined influenza and COVID-19 mRNA vaccine  http,2
1274,"@user I need to know where you stand on the Nuremberg Code, informed consent, and caste systems. I would likely vote for Loren Taylor, but cannot vote for any city council member who voted 'yea' on Oakland's vaccine check requirement bill, regarding the COVID-19 vaccines.",0
1275,@user Covid 19 Vaccines proven to cause strokes and heart attacks. MSM propaganda machines proven to engage is biased reporting and spreading misinformation.,1
1276,CDC Claims Link Between Heart Inflammation And COVID-19 Vaccines Wasn't Known For Most Of 2021 | ZeroHedge  http  They didn't  know it caused heart inflammation as they reassured us it was safe and effective! They didn't know. Oops.,0
1277,"COVID-19 vaccines affected 42 per cent of women's periods, study shows  http",2
1278,"‘Trusted messengers’ distill science, debunk myths about COVID-19 vaccine | Penn Today  http",2
1279,Tăng tốc tiêm vaccine COVID-19 khi kháng thể bảo vệ giảm theo thời gian  http,1
1280,What's become of the COVID-19 vaccine mandate imposed on federal contractors and subcontractors?  http,2
1281,"Novavax's COVID-19 vaccine rollout off to sluggish start with just 7,000 doses in arms  http",0
1282,"“NEJM study on COVID-19 vaccines is taken out of context, fact-checkers report”   http",2
1283,"Notice that it's ""misleading"" meaning it's not a #lie Confirmed on @user one of the known side effects of the #vaccine is #death #FactCheck confirmed! #FreedomIsComing #Covid_19",0
1284,@user @user No conservative I know is anti-vaccine. We simply question whether or not the Covid 19 “vaccine” is really a vaccine under the previously accepted definition of the word. We were told by Brandon that the vaccine would keep you from contracting Covid 19.  http,0
1285,"Visit the community-based vaccination clinic at Regency Mall for your COVID-19 vaccine today. Everyone ages 5 and up are eligible, walk-ins welcome! Children ages 5-17 must be accompanied by a parent or guardian. For more information visit  http  http",1
1286,"@user @user @user @user @user I guess that you cant get your head around the fact that mRNA tech hasn't been used as a vaccine before. ""The first mRNA vaccine was approved this year for COVID-19"" quote from link. Therefore previously held stds of observation dont apply for new Vax tech  http",1
1287,"@user @user @user Which vaccine?  In 2020 clinical trials showed the Moderna vaccine was more than 94% effective at preventing symptomatic COVID-19 in people 18 and older, and the Pfizer vaccine was 95% effective. That was absolutely true at that time.",2
1288,Compare (4) COVID-19 Vaccines Available Today in USA🇺🇸 @user @user @user @user @user @user @user @user @user @user @user @user @user  See Yale Medicine Comparison Map below⤵️:  http  @user,1
1289,Most Parents Say No to Covid-19 Vaccines for Toddlers  http,0
1290,"Les Albertains âgés de six mois à moins de cinq ans peuvent être vaccinés contre la COVID-19.   Dès maintenant, vous pouvez prendre rendez-vous pour une première dose sur  http ou en appelant la ligne téléphonique Alberta Health Link au 811. #frab  http",1
1291,Increased emergency cardiovascular events among under-40 population in Israel during vaccine rollout and third COVID-19 wave   http,1
1292,Parents DO NOT want COVID-19 vaccines for their kids   http,1
1293,@user Non dimenticare cosa è accaduto in Australia all'inizio !⤵️ Australia Scraps Covid-19 Vaccine That Produced H.I.V. False Positives  http,0
1294,"Facebook Live: Dr. Velazquez diverted from COVID-19 to talk about Monkeypox. He shared information on the current status of the outbreak, characteristics of the outbreak in our state, and treatments &amp; vaccines available for those at high risk of exposure.   http",2
1295,"@user I remember during the unscientific lockdowns in 2020, the reports came out that there's a rise in pregnancies including in young girls. So, apart from whatever Stats SA is trying to feed us, the drop is mostly due to the untested and unreliable Covid-19 vaccines complications.",1
1296,South Africa’s health regulator today confirmed a person died — of Guillain-Barré syndrome — as a direct result of receiving Johnson &amp; Johnson’s COVID-19 vaccine.,2
1297,@user @user @user Some people who are vaccinated against COVID-19 will still get sick and have a vaccine breakthrough infection because no vaccine is 100% effective. Try educating yourself.  http,1
1298,"""How many people do you think you killed?"" Let's just say Aaron Rodgers was *not happy* after a podcaster grilled him about the consequences of his controversial stance on the COVID-19 vaccine. 🤣  @user @user @user  http",2
1299,"Novavax's COVID-19 vaccine rollout off to sluggish start with just 7,000 doses in arms - ABC News via @user -  http",2
1300,South Africa reports first death causally linked to Covid-19 vaccine   http,1
1301,"You can book an appointment or go to a walk-in site for your first, second or booster #COVID19 vaccination.  Covid-19 vaccination clinics list from @user 👉  http  #NHS COVID-19 vaccine 👉  http  http",2
1302,1 in 4 Patients With NSCLC Respond Poorly to COVID-19 Vaccine  http via @user,1
1303,Hewlett Packard Enterprise used #AI driven #Data to help accelerate Covid-19 vaccine research. (Fortune)   http  http,1
1304,"@user New Research: Tetanus vaccine can boost the efficacy of COVID-19 vaccine, This patented method could be effective in HIV and cancer vaccines. In an experiment conducted by a UPenn professor. Download the paper and read the discussion section.  http",2
1305,Most Parents Say No to Covid-19 Vaccines for Toddlers  http Parents finally wisening up...Just a smidge. My ex was one of the few that knew the hidden danger!!,0
1306,@user @user Liz Cheney understands the importance of social distancing,1
1307,"COVID-19 vaccines and booster doses will be available at the Beloit Farmers Market Saturday, Aug. 6 from 8 a.m. to 1 p.m.   http",1
1308,@user @user You do not know what caused that guy's death to say that covid-19 vaccines had no part in it. You don't know what caused his heart attack.,0
1309,State and federal authorities are concerned the number of Australians getting their third dose of COVID-19 vaccine is flatlining. #7NEWS  http,0
1310,What a Vaccine Researcher Wants You to Know About COVID-19 Boosters  http #globalcitizen,2
1311,Supreme Court asked to block Indiana University's COVID-19 vaccine mandate! at  http,0
1312,@user There is no data that indicates a need for healthy children to get this Covid 19 vaccine . Where is the transparency on the cons ? Any vaccine that was as rushed as this one has more information to be revealed.,0
1313,"@user @user Because we educated ourselves we took the vaccine. I am not in fear, I just play the best I can with the cards I have. Most of the deseases preventable by vaccines are debilitating and leave behind lingering conditions, Covid-19 included. We just don't deny it.",1
1314,"@user Nah its real covid 19 we aint scientists and no one is making money being locked away the world on hold a non productive world no money, giving ""free"" vaccines to people no money to be made, now the way the world is going ie ww3 climate change and the rest covid 19 is irrelevant",0
1315,Absolutely despicable given what we know now about these so called jabs. Ellies fires workers over Covid–19 vaccines  http,0
1316,Study uses digital technology to evaluate antibody response following COVID-19 boosters  http @user @user #antibody #COVID19 #coronavirus #covid #vaccine #vaccination #booster  http,2
1317,"Sen. Risa Hontiveros called for a Senate investigation of the looming wastage of up to P13.5 billion worth of unused and expired COVID-19 vaccines, while the number of infections continued to rise. | @user /PDI  http",2
1318,Most Parents Are Saying No to Covid-19 Vaccines for Toddlers  http,0
1319,07.08.22 | Update on COVID-19 Vaccine Availability in States and UTs -  http  http,2
1320,"Just not TESTED for enough time on the thing they were made for .. humans!!!!  “All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say”   http",2
1321,@user @user @user @user Yes I do know that.  You do know how long they've been testing COVID vaccines before the COVID-19 strain came along right?  The final vaccine that was enforced in the U.S. was not Salk's first and only had three months of testing.,0
1322,Update on #Monkeypox vaccine appointments.,2
1323,"Après 2 ans d’interdiction liée au Covid-19, l’Île de Pâques réouvre officiellement la porte aux touristes (si totalement vaccinés)  http",2
1324,#COVID19 #Covid_19 #CovidIsNotOver #Variants #Vaccine Announcement 📢,1
1325,"COVID-19 vaccine available for all Manitoba kids four and under as of Friday, province says #123INFO  http",1
1326,.@ChiPubSchools offers vaccination clinics at varied locations 6 days a week.  COVID-19 vaccines are: ✅ Safe ✅ Available to ALL family members ages 6 months and up ✅ Minimize the severity of illness should a vaccinated person get COVID ✅ Are free   http  http,2
1327,"👩‍⚕️👨‍⚕️ Virginia pediatricians on COVID-19 vaccines for children six months and older: ""Please, do it now. Don't wait.""  http",1
1328,Fools. Ontario hospitals plan to uphold COVID-19 vaccine policies amid 'crisis' staffing shortages |  http  http,0
1329,"The BCG vaccine is being studied in clinical trials against COVID-19. An earlier clinical trial which was done on patients who had a virus similar to SARS-CoV-2, showed that the BCG vaccine helped to decrease the levels of the virus in the patient.  http",2
1330,@user @user @user @user @user @user @user #Covid_19 came from #BiolabsinUkraine and faulty PCR tests were used as the justification to shut down the country. Oh and #vaccines don’t work.,0
1331,Available By Appointment or Walk-ins Welcome!  We offer COVID-19 Vaccines and Boosters every Thursday from 1:00 pm to 5:00 pm. Call 405.419.9800 or 405.769.3301. We also offer COVID-19 Testing by Appointment Only.  http #booster #covid19  http,1
1332,@user @user Ph it will since no child under 10 has had any issues with the covid vaccine at all and no child under 17 has doed of them anywhere in the world hahahahahahahah shame the same can't be said for the children under 5 lost to covid 19 infections,0
1333,Army Officer Designated a Threat After Refusing to Get a COVID-19 Vaccine  http,1
1334,"@user 1. They wouldn't have allowed indian manufacturers to develop Vaccine. 2. Would have imported Masks, O2 cyl &amp; other health cares material with fat commissions. 3. Would have joined hand with China to declare Covid-19 was born in India and blamed Hindu's for spreading it",1
1335,The development of the covid-19 vaccine hinged on accelerated timelines ― and hyperconverged infrastructure from Nutanix AHV helped to make that possible for one Contract Research Organization.  http  http,2
1336,@user @user Covid-19 vaccines don’t work. Shot or virus either may harm you. Choose faith.,0
1337,"‘Trusted messengers’ distill science, debunk myths about COVID-19 vaccine  http  http",0
1338,"Stand by as @user explains the HORRORS of the ""medical freedom movement,"" which dares to discredit the (super-safe and super-effective) COVID-19 vaccines.   http",0
1339,"""CTV news reports that Canada's British Columbia public health removes COVID vaccine data: ""BCCDC removes data on COVID-19 infection outcomes by vaccination status from dashboard""; WHY? Think!!!!"" #who #wef #monkeypox #plandemic   http",2
1340,"@user Yeah, I don't understand. It's bad enough adults making the choice not to be vaccinated against COVID-19, but to deny their children vaccines that prevent illness and sometimes even death is just horrible. And also putting so many others at risk.",0
1341,@user @user  @user @user  @user  @user @user  @user @user  FINALLY they ADMIT a SA Death was caused by the J&amp;J 💉  SAHPRA confirms one death from Johnson &amp; Johnson COVID-19 vaccine  http,1
1342,Đẩy nhanh hơn nữa tiến độ tiêm vaccine phòng COVID-19  http  http,1
1343,A Sociological Look at COVID-19 Vaccine Hesitancy and Refusal   My research is available on @user  http,2
1344,Ricordiamo: Inadvertent injection of COVID-19 vaccine into deltoid muscle vasculature may result in vaccine distribution to distance tissues and consequent adverse reactions | Postgraduate Medical Journal  http,0
1345,@user @user @user @user Funny really because i happen to be one of those unvaccinated and i have yet to catch the virus ive even been around people who have the vaccine and had covid-19.  Maybe im immune to the virus i guess?,2
1346,"@user I'm well aware of the issue and Sweden's response.  Authorities admitted the risk is very minor.  The article also cites two separate studies that concluded that COVID-19 itself poses a higher risk of symptoms, including heart inflammation than the vaccines. You're reaching now.",2
1347,@user @user,1
1348,@user @user They are not lying.  Be curious and ask yourself why the drug companies tried to get 75 years to hide all information on the covid 19 vaccine.,1
1349,"""430. Will a Covid-19 Vaccine Change the Future of Medical Research?"" by Freakonomics Radio   http   #economics #podcast See more posts at  http",2
1350,"@user @user @user @user @user @user @user @user @user Tell me you know nothing about Covaxin without telling me you know nothing about Covaxin.   Don't want a traditionally-made, entirely safe (no clots/GBS/inflammatory reactions) COVID-19 vaccine capable of durable immunity for up to 12 months? Okay. That's your decision.",1
1351,"There were also 127 child (paediatric) vaccine doses, which were administered to 5 to 11 year olds throughout New Zealand yesterday.    More than 11.12 million doses have been administered to date.",1
1352,"@user at the bottom of the report it lists the limitations of the findings. here's one - because patients' vaccination status was likely underreported in this dataset, this analysis was not adjusted for previous receipt of COVID-19 vaccines.",1
1353,@user do you know if either covid infection or the vaccine has caused or could explain &gt; 1 year history of diffuse intermittent fasiculations without loss of power? That got much worse with covid 19 infection.,1
1354,"@user @user @user @user @user Then why is it called ""emergency"" use authorization?  Lol.   Hey everyone, almost no healthy children are dying from Covid-19.  This is an emergency!!  Better skip normal vaccine testing and give it to 6-month to 4-year-olds.  LOL.",1
1355,"Pinag-aaralan na ng FDA ang aplikasyon ng Janssen para sa certificate of product registration para sa kanilang bakuna kontra COVID-19.  Kung mapapagbibigyan ang aplikasyon ng Janssen, maaari na nitong ibenta sa publiko ang kanilang COVID-19 vaccine.  http",1
1356,"The BA.5 subvariant has become the dominant version of Covid-19 in the U.S....This version of the virus is believed to spread particularly easily, fueled in part by its ability to evade immunity built up from vaccines and prior infections.  http via @user",0
1357,"@user Oncologist who has seen many faults with the COVID-19 vax, not shocked when disaster of CDC response scares parents from routine vaccines.",1
1358,"COVID-19 update for Aug. 8: Airlines and railways exempted 1,700 travellers from vaccine requirement | Thousands stranded in China resort city amid lockdown  http",1
1359,"👀 “LONDON, Aug 3 (Reuters) - The European Medicines Agency (EMA) is recommending Novavax's COVID-19 vaccine carry a warning of the possibility of two types of heart inflammation, an added burden for a shot that has so far failed to win wide uptake.”  http",2
1360,"@user @user @user Also funded by the ""Vaccine Confidence"" fund who ""explore how social media can be leveraged to increase vaccination confidence and uptake for COVID-19 ... The Fund is managed by Global Impact and financially supported by Meta Platforms, Inc. (""Meta"") and Merck &amp; Co., Inc.""  http",2
1361,"People who get vaccinated make protection their priority. They have a defense against vaccine-preventable diseases like flu, pneumonia, COVID-19, etc. August is considered Immunization Awareness Month. Get vaccinated today.  #NationalImmunizationAwarenessMonth #COVID19  http",0
1362,"@user .... because patients’ vaccination status was likely underreported in  this dataset, this analysis was not adjusted for previous receipt  of COVID-19 vaccines. These conditions with the highest aHRs were rare or uncom- mon among children and adolescents in this analysis. 1/2",0
1363,Get your COVID-19 vaccine on Monday 8th August in Plymouth 💉  See the graphic for the full details.  http,2
1364,"But clinical trials for most drugs rarely include pregnant women  “Pharma companies &amp; govt officials failed to ensure that pregnant people were included in the early development of the COVID-19 vaccine, a calamitous decision made amid the urgency of a rapidly spreading pandemic”",0
1365,@user @user @user Covid 19 vaccine has been mandatory since WWII?? 🙃,1
1366,"‘Wow. Just Wow’ said  Steve Kirsch, executive director of Vaccine Safety Research Foundation when Google denied him permission to use the Google Surveys platform to publish a 2 question survey about people’s experiences with covid-19 and vaccines  http",2
1367,"@user @user @user @user @user I got 3 shots to volunteer to help vulnerable populations. After catching COVID-19 last December, I won't get another.  I'm on video twice saying Seniors should highly consider getting vaccinated but I don't support vaccine mandates.  They fired people. People get to be pissed.",1
1368,@user @user Boy some vaccine you put out there to protect from Covid-19! Now you can tell the truth about the made up Covid-19 and vaccine!,0
1369,"#FOX *News* (via entertainment host posing as news journalist) proclaims COVID-19 Pandemic is ""#over"" - states COVID-19 Vaccine is #ineffective",0
1370,"UK Medicine Regulator Confirms COVID-19 Vaccines are 7,402% Deadlier than all other Vaccines Combined",0
1371,@user @user But the current Pandemic Workplace Order (10) implemented by @user and @user is mandating boosters  “in order to limit the spread of COVID-19 within the population of those workers”. You just said the current vaccines DO NOT STOP TRANSMISSION. Explain @user,1
1372,@user It's a Covid-19 vaccine causes the immune system to create antibodies to fight COVID-19.  Then you are more likely to get Covid-19 then the person who did not take the shot.,2
1373,Illinois hospital system to pay $10.3 million in settlement with workers over COVID-19 vaccine mandate  http,1
1374,"The Public Health Clinic is now administering the Novavax vaccine. It is the first protein-based COVID-19 vaccine available.  To schedule an appointment, call 970-248-6900.  http  http",1
1375,"@user @user ""'Many COVID-19 vaccine manufacturers have required that countries indemnify them for any adverse events suffered by individuals as a result of the vaccines, the United Nations says.""    http",0
1376,Explosive! Dr. Ardis: Nicotine - The New Vaccine for COVID-19  (Video) | Alternative | Before It's News  http,2
1377,@user @user Jolly which Covid-19 vaccine did you take up? There is more colonialism in your body than a mere road name. Right from birth they started with a tetanus injection until the 9 month measles immunisation.,0
1378,#NIH begins clinical trial to assess extra #COVID-19 vaccine dose in people with #autoimmune disease  http,2
1379,"10,072 People have died of Covid-19 so far this year following the national cabinets decision that we would have to live with the virus. 2239 fatalities where reported during the first two years of the pandemic. It appears unlikely that vaccines alone will illuminate the carnage!  http",2
1380,"The filing says ""he did not violate any rules when he prescribed drugs to patients over telehealth and claimed COVID-19 vaccines are dangerous. But some of the arguments... do not match Cole’s public comments.""   Via @user @user   http",0
1381,"@user @user @user @user @user I know of people that died AFTER getting the jab. Look up Adverse Reactions Covid Vaccine.  copied from cdc website. .."" through August 3, 2022. During this time, VAERS received 15,799 preliminary reports of death (0.0026%) among people who received a COVID-19 vaccine""",0
1382,"There were also 146 child (paediatric) vaccine doses, which were administered to 5 to 11 year olds throughout New Zealand yesterday.    More than 11.11 million doses have been administered to date.",1
1383,"Last year we partnered with @user to help create a global mechanism to distribute the COVID-19 vaccine equitably and so far, 1.5 billion doses have been delivered to 146 countries.  Read more about how the role technology played:  http #HealthEquity  http",1
1384,@user Can we use the National Defense Production Act to ramp up monkeypox vaccine development?  Can the new process for creating the COVID-19 vaccine be used for the monkeypox vaccine?,1
1385,"Fighting Stigma (VN) Còn 23 ngày: Vẫn có 5 tỉnh tiêm mũi 2 vaccine COVID-19 cho trẻ từ 5 - dưới 12 tuổi rất thấp, chỉ dưới 25%: 3 tỉnh có tỷ lệ tiêm mũi 3 cao: Bắc Giang (97,0%); Nghệ An (99,5%); Bến Tre (95,4%). Tiêm mũi 4: Tổng số có…  http",0
1386,"UK Medicine Regulator Confirms COVID-19 Vaccines are 7,402% Deadlier than all other Vaccines Combined  http",0
1387,"epidemiologist  expects insurers to seek financial compensation from COVID-19 vaccine makers to cover ""early unexpected mortality claims,"" Insurance payed out 40% higher deaths    http  http",1
1388,Eventually Covid-19 positive is not reducing despite an increases of vaccines,2
1389,NorthShore to pay $10.3M in case over COVID-19 vaccine mandate  http,1
1390,"COVID Vaccine Lawsuits Begin The group claims NorthShore violated workers’ religious autonomy by dismissing religious exemptions and forcing all workers to receive the COVID-19 vaccine. NorthShore was in the wrong and decided to settle for $10,337,500.  http",1
1391,Worried About Potential Covid-19 Vaccine Side Effects or Whether You Should Get Vaccinated at All? | Nature's Real Health  http,2
1392,"When politics trumps public health, hysteria follows. During the COVID-19 pandemic, it has become sacrilegious to question vaccine safety or effectiveness. Where is critical thinking? We do science by questioning!  http",0
1393,"Which COVID-19 vaccine is best? Pfizer, Oxford, and more – Medical News Today  http",2
1394,Vast Majority of Toddlers Haven’t Got COVID-19 Vaccine Weeks After CDC Approval: Data  http,2
1395,@user @user @user Severe covid 19 is clear clinical benefit - 20-fold less likely with vaccines.  Small trials in a meta analysis is not credible and no health authority recognizes that. No reputable public health agency is suggesting VitD as a means of containment.,0
1396,"@user @user Did you bother reading this before you posted it? ""The overall risk of myopericarditis after receiving a COVID-19 vaccine is low. However, younger males have an increased incidence of myopericarditis, particularly after receiving mRNA vaccines....""",0
1397,@user The NBA player who still regret getting the COVID 19 vaccine after winning the NBA championship.,0
1398,Updated Covid-19 boosters are expected in September. Will it be too late?  Pfizer and Moderna are working on bivalent boosters: vaccines made up of both the old formula and a new one that targets the Omicron BA.4 and BA.5 subvariants of the coronavirus.  http,0
1399,"Among Japanese cardiovascular surgeon, Dr. Kenji Yamamoto urgent concerns are the fact that the COVID-19 vaccines have been linked to vaccine-induced immune thrombotic thrombocytopenia, which, in some cases, has been lethal to patients  http",0
1400,"Whether it's your 1st dose, 2nd dose or booster dose, the Covid-19 vaccines can reduce your risk of being seriously ill if you catch Covid-19.  Don't delay, book your vaccine today:  http  Find a local walk-in site at:  http  http",2
1401,@user That's terrible... But it doesn't mean we shouldn't stop COVID-19 vaccines and/or immunization. Vaccines need to be tested effectively before use to the public so they don't cause harm among adults and kids.,1
1402,@user @user I can answer your question the covid vaccine makes all your past vaccination invalid . When you force your inmmune to fight covid 19 how will fight other viruses Mikoviks predicted that before vaccination rollout .,0
1403,"-  !  !  ! -  ""This prospective cohort study enrolled students from two schools aged 13–18 years who received the second dose of the BNT162b2 mRNA COVID-19 vaccine""",2
1404,"In Feb '21 after a year long investigation relying on unnamed officials Pfizer was accused by The Bureau of Investigative Journalism (TBIJ) of employing ""high-level bullying"" against at least two Latin American countries during negotiations to acquire COVID-19 vaccines including",0
1405,Covid-19 Vaccine Pharmacovigilance Report  http via @user,2
1406,"@user @user Nothing to do with this specific incident, just a general statement.  When radical politicians force COVID-19 Vax mandates etc.   It makes all their constituents slowly become Anti Vax for REGULAR Vaccines that they previously ALWAYS took. @user",0
1407,"Tomorrow's COVID-19 vaccine clinic at the Chowchilla Dollar General will be canceled due to the heat. For other locations, visit  http or call 311.  http",0
1408,"@user The Yellow Card scheme is the UK system for collecting and monitoring information on safety concerns including suspected side effects or adverse incidents involving medicines and medical devices, such as the COVID-19 vaccines.",2
1409,"PNBN News: Despite falling Covid-19 sales, BioNTech maintains '22 sales guidance: While Pfizer raked in almost $28 billion last quarter, its Covid-19 vaccine partner BioNTech reported a rise in total ... #biotech #news  http",1
1410,@user Officials also said the vaccines would stop transmission of covid 19.,2
1411,"The gov. must step forward. This has to be at the top of the list. Here, the lines are long, again, waiting for the necessary vaccine. Looks like Covid-19 all over again.",1
1412,#Army Officer Designated a Threat After Refusing to Get a COVID-19 Vaccine Shame on you #military #army   http,0
1413,COVID-19 vaccine effectiveness against symptomatic SARS-CoV-2 infection during Delta-dominant and Omicron-dominant periods in Japan: a multi-center prospective case-control study (FASCINATE study)  http,2
1414,@user @user @user Covid fatalities and cases skyrocketed ever since the first COVID-19 ‘vaccines’ were administered around the world in late 2020 and early 2021.,1
1415,"Grueling process: Canada has only settled 8 COVID-19 vaccine injury claims; HUNDREDS are still on waiting list  Government asks to get vaccinated, but you have to bear the consequences yourself 💉  #vaccinesdisaster #n   http  http",2
1416,Vaccine maker Novavax (NVAX) crashed 31% after cutting its 2022 revenue guidance due to lack of demand for its Covid-19 vaccine.  http,2
1417,"@user (1/2) Health Canada received a submission from Pfizer-BioNTech seeking authorization for a booster dose in children 5 to 11 years of age on May 27, 2022. It has not been authorized by the Department at this time. As with all COVID-19 vaccines, this submission is being reviewed...",1
1418,@user Furlough scheme  Covid 19 Vaccine role out support for Ukraine. I could go on but you are blinkered so no point.,1
1419,@user @user @user PRESS RELEASE    PUBLIC INCINERATION OF EXPIRED COVID-19 VACCINES   Dr. Charles Mwansambo SECRETARY FOR HEALTH  14thMarch 2021,1
1420,"@user @user I mean because @user and TONs of parents were fighting for months for access to the COVID 19 vaccine, which the government knew was safe and there were crickets. In political terms, covid is deemed a potential long term problem for kids. monkeypox is a short term problem.",0
1421,Misrepresentation of Germany’s Data on Unverified COVID-19 Vaccine Side Effects –  http  http,2
1422,How to store a COVID-19 vaccine card on your smartphone  http,1
1423,"In response to a Freedom of Information Request submitted by Children’s Health Defense, the Centers for Disease Control and Prevention last week admitted it never analyzed the Vaccine Adverse Event Reporting System for safety signals for COVID-19 vaccines.  http",0
1424,"Hầu hết mọi người đều đặt hy vọng vào vaccine. Kỳ thực, lý do #vaccine có thể chống lại #Covid_19 là vì nó dựa vào hệ thống miễn dịch của chính cơ thể bạn.  http",1
1425,If he lied about these vaccines he lied about taking it himself there's no way Dr fauci took the covid-19 vaccine,0
